14/06/30 20:29:23 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 20:29:23 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 20:29:23 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 20:29:23 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 20:29:23 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 20:29:23 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 20:29:23 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 20:29:23 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed

Logging initialized using configuration in jar:file:/usr/local/hive/lib/hive-common-0.13.0.jar!/hive-log4j.properties
hive.exec.parallel=false
hive.exec.parallel.thread.number=8
hive.exec.compress.intermediate=false
mapred.map.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.exec.compress.output=false
mapred.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.default.fileformat=TextFile
hive.optimize.mapjoin.mapreduce is undefined
hive.mapjoin.smalltable.filesize=25000000
hive.optimize.bucketmapjoin=false
hive.optimize.bucketmapjoin.sortedmerge=false
hive.auto.convert.join=true
hive.auto.convert.sortmerge.join=false
hive.auto.convert.sortmerge.join.noconditionaltask is undefined
hive.optimize.ppd=true
hive.optimize.index.filter=false
OK
Time taken: 0.591 seconds
Added resource: /home/hduser/nfs/Big-Bench/queries/q09/mapper_q09.py
Added resource: /home/hduser/nfs/Big-Bench/queries/q09/reducer_q09.py
Added resource: /home/hduser/nfs/Big-Bench/queries/q09/mapper2_q09.py
Added resource: /home/hduser/nfs/Big-Bench/queries/q09/reducer2_q09.py
hive.exec.compress.output=false
OK
Time taken: 0.086 seconds
Total jobs = 4
Stage-1 is selected by condition resolver.
Launching Job 1 out of 4
Number of reduce tasks not specified. Estimated from input data size: 12
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0047, Tracking URL = http://master:8088/proxy/application_1404113889176_0047/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0047
Hadoop job information for Stage-1: number of mappers: 44; number of reducers: 12
2014-06-30 20:29:40,385 Stage-1 map = 0%,  reduce = 0%
2014-06-30 20:35:06,316 Stage-1 map = 56%,  reduce = 5%, Cumulative CPU 367.69 sec
2014-06-30 20:35:07,360 Stage-1 map = 57%,  reduce = 5%, Cumulative CPU 369.01 sec
2014-06-30 20:35:09,445 Stage-1 map = 58%,  reduce = 5%, Cumulative CPU 369.93 sec
2014-06-30 20:35:21,179 Stage-1 map = 59%,  reduce = 5%, Cumulative CPU 389.67 sec
2014-06-30 20:35:22,235 Stage-1 map = 60%,  reduce = 5%, Cumulative CPU 391.26 sec
2014-06-30 20:35:32,635 Stage-1 map = 61%,  reduce = 5%, Cumulative CPU 395.53 sec
2014-06-30 20:35:34,698 Stage-1 map = 62%,  reduce = 5%, Cumulative CPU 403.18 sec
2014-06-30 20:35:54,416 Stage-1 map = 63%,  reduce = 5%, Cumulative CPU 417.99 sec
2014-06-30 20:36:05,839 Stage-1 map = 64%,  reduce = 5%, Cumulative CPU 423.86 sec
2014-06-30 20:36:15,307 Stage-1 map = 65%,  reduce = 5%, Cumulative CPU 430.71 sec
2014-06-30 20:36:19,489 Stage-1 map = 67%,  reduce = 5%, Cumulative CPU 442.13 sec
2014-06-30 20:36:22,623 Stage-1 map = 68%,  reduce = 5%, Cumulative CPU 447.73 sec
2014-06-30 20:36:23,942 Stage-1 map = 69%,  reduce = 5%, Cumulative CPU 449.37 sec
2014-06-30 20:36:24,998 Stage-1 map = 69%,  reduce = 6%, Cumulative CPU 450.43 sec
2014-06-30 20:36:28,120 Stage-1 map = 70%,  reduce = 6%, Cumulative CPU 451.75 sec
2014-06-30 20:36:42,664 Stage-1 map = 71%,  reduce = 6%, Cumulative CPU 475.98 sec
2014-06-30 20:36:45,763 Stage-1 map = 72%,  reduce = 6%, Cumulative CPU 480.27 sec
2014-06-30 20:36:46,808 Stage-1 map = 73%,  reduce = 6%, Cumulative CPU 481.35 sec
2014-06-30 20:36:58,208 Stage-1 map = 74%,  reduce = 6%, Cumulative CPU 489.79 sec
2014-06-30 20:37:14,973 Stage-1 map = 76%,  reduce = 6%, Cumulative CPU 501.18 sec
2014-06-30 20:37:27,377 Stage-1 map = 77%,  reduce = 6%, Cumulative CPU 520.61 sec
2014-06-30 20:37:28,411 Stage-1 map = 78%,  reduce = 6%, Cumulative CPU 522.74 sec
2014-06-30 20:37:30,480 Stage-1 map = 80%,  reduce = 6%, Cumulative CPU 528.31 sec
2014-06-30 20:37:34,651 Stage-1 map = 80%,  reduce = 7%, Cumulative CPU 532.42 sec
2014-06-30 20:37:41,163 Stage-1 map = 81%,  reduce = 7%, Cumulative CPU 536.45 sec
2014-06-30 20:37:42,196 Stage-1 map = 82%,  reduce = 7%, Cumulative CPU 537.65 sec
2014-06-30 20:38:10,287 Stage-1 map = 83%,  reduce = 7%, Cumulative CPU 562.93 sec
2014-06-30 20:38:23,718 Stage-1 map = 84%,  reduce = 7%, Cumulative CPU 569.18 sec
2014-06-30 20:38:44,382 Stage-1 map = 85%,  reduce = 7%, Cumulative CPU 580.46 sec
2014-06-30 20:38:45,414 Stage-1 map = 86%,  reduce = 7%, Cumulative CPU 583.48 sec
2014-06-30 20:38:48,522 Stage-1 map = 87%,  reduce = 7%, Cumulative CPU 587.4 sec
2014-06-30 20:38:50,606 Stage-1 map = 88%,  reduce = 7%, Cumulative CPU 589.74 sec
2014-06-30 20:38:52,673 Stage-1 map = 89%,  reduce = 7%, Cumulative CPU 591.7 sec
2014-06-30 20:39:10,280 Stage-1 map = 91%,  reduce = 7%, Cumulative CPU 611.82 sec
2014-06-30 20:39:12,341 Stage-1 map = 91%,  reduce = 8%, Cumulative CPU 612.47 sec
2014-06-30 20:39:18,536 Stage-1 map = 92%,  reduce = 8%, Cumulative CPU 615.0 sec
2014-06-30 20:39:44,413 Stage-1 map = 93%,  reduce = 8%, Cumulative CPU 633.06 sec
2014-06-30 20:39:47,533 Stage-1 map = 95%,  reduce = 8%, Cumulative CPU 637.71 sec
2014-06-30 20:39:54,775 Stage-1 map = 96%,  reduce = 8%, Cumulative CPU 643.79 sec
2014-06-30 20:39:55,815 Stage-1 map = 97%,  reduce = 8%, Cumulative CPU 645.77 sec
2014-06-30 20:39:57,888 Stage-1 map = 98%,  reduce = 8%, Cumulative CPU 647.83 sec
2014-06-30 20:40:06,169 Stage-1 map = 98%,  reduce = 11%, Cumulative CPU 659.31 sec
2014-06-30 20:40:08,246 Stage-1 map = 100%,  reduce = 11%, Cumulative CPU 661.63 sec
2014-06-30 20:40:09,285 Stage-1 map = 100%,  reduce = 16%, Cumulative CPU 665.77 sec
2014-06-30 20:40:10,322 Stage-1 map = 100%,  reduce = 22%, Cumulative CPU 667.22 sec
2014-06-30 20:40:12,431 Stage-1 map = 100%,  reduce = 28%, Cumulative CPU 671.45 sec
2014-06-30 20:40:21,883 Stage-1 map = 100%,  reduce = 31%, Cumulative CPU 696.89 sec
2014-06-30 20:40:24,980 Stage-1 map = 100%,  reduce = 34%, Cumulative CPU 707.69 sec
2014-06-30 20:40:26,018 Stage-1 map = 100%,  reduce = 35%, Cumulative CPU 712.7 sec
2014-06-30 20:40:29,144 Stage-1 map = 100%,  reduce = 36%, Cumulative CPU 722.76 sec
2014-06-30 20:40:32,251 Stage-1 map = 100%,  reduce = 37%, Cumulative CPU 732.63 sec
2014-06-30 20:40:35,435 Stage-1 map = 100%,  reduce = 38%, Cumulative CPU 742.62 sec
2014-06-30 20:40:38,553 Stage-1 map = 100%,  reduce = 39%, Cumulative CPU 752.39 sec
2014-06-30 20:40:40,644 Stage-1 map = 100%,  reduce = 40%, Cumulative CPU 755.85 sec
2014-06-30 20:40:43,747 Stage-1 map = 100%,  reduce = 41%, Cumulative CPU 765.39 sec
2014-06-30 20:40:46,890 Stage-1 map = 100%,  reduce = 42%, Cumulative CPU 775.34 sec
2014-06-30 20:40:48,955 Stage-1 map = 100%,  reduce = 43%, Cumulative CPU 782.18 sec
2014-06-30 20:40:51,022 Stage-1 map = 100%,  reduce = 44%, Cumulative CPU 790.58 sec
2014-06-30 20:40:54,131 Stage-1 map = 100%,  reduce = 45%, Cumulative CPU 800.44 sec
2014-06-30 20:40:57,241 Stage-1 map = 100%,  reduce = 46%, Cumulative CPU 808.69 sec
2014-06-30 20:41:00,358 Stage-1 map = 100%,  reduce = 47%, Cumulative CPU 818.56 sec
2014-06-30 20:41:02,441 Stage-1 map = 100%,  reduce = 48%, Cumulative CPU 825.31 sec
2014-06-30 20:41:04,530 Stage-1 map = 100%,  reduce = 49%, Cumulative CPU 832.37 sec
2014-06-30 20:41:07,629 Stage-1 map = 100%,  reduce = 50%, Cumulative CPU 840.69 sec
2014-06-30 20:41:25,319 Stage-1 map = 100%,  reduce = 54%, Cumulative CPU 847.63 sec
2014-06-30 20:41:27,733 Stage-1 map = 100%,  reduce = 56%, Cumulative CPU 848.91 sec
2014-06-30 20:41:30,956 Stage-1 map = 100%,  reduce = 57%, Cumulative CPU 849.84 sec
2014-06-30 20:41:33,040 Stage-1 map = 100%,  reduce = 58%, Cumulative CPU 849.94 sec
2014-06-30 20:41:34,080 Stage-1 map = 100%,  reduce = 60%, Cumulative CPU 851.15 sec
2014-06-30 20:41:37,573 Stage-1 map = 100%,  reduce = 61%, Cumulative CPU 852.13 sec
2014-06-30 20:41:38,744 Stage-1 map = 100%,  reduce = 62%, Cumulative CPU 853.83 sec
2014-06-30 20:41:41,976 Stage-1 map = 100%,  reduce = 65%, Cumulative CPU 862.75 sec
2014-06-30 20:41:45,707 Stage-1 map = 100%,  reduce = 72%, Cumulative CPU 869.23 sec
2014-06-30 20:41:48,632 Stage-1 map = 100%,  reduce = 79%, Cumulative CPU 877.11 sec
2014-06-30 20:41:49,665 Stage-1 map = 100%,  reduce = 80%, Cumulative CPU 877.24 sec
2014-06-30 20:41:53,203 Stage-1 map = 100%,  reduce = 81%, Cumulative CPU 888.54 sec
2014-06-30 20:41:56,746 Stage-1 map = 100%,  reduce = 84%, Cumulative CPU 898.9 sec
2014-06-30 20:42:00,963 Stage-1 map = 100%,  reduce = 85%, Cumulative CPU 917.56 sec
2014-06-30 20:42:04,114 Stage-1 map = 100%,  reduce = 86%, Cumulative CPU 927.93 sec
2014-06-30 20:42:07,237 Stage-1 map = 100%,  reduce = 87%, Cumulative CPU 938.12 sec
2014-06-30 20:42:09,321 Stage-1 map = 100%,  reduce = 88%, Cumulative CPU 939.85 sec
2014-06-30 20:42:10,359 Stage-1 map = 100%,  reduce = 89%, Cumulative CPU 948.37 sec
2014-06-30 20:42:13,541 Stage-1 map = 100%,  reduce = 90%, Cumulative CPU 956.42 sec
2014-06-30 20:42:16,714 Stage-1 map = 100%,  reduce = 91%, Cumulative CPU 966.26 sec
2014-06-30 20:42:19,867 Stage-1 map = 100%,  reduce = 92%, Cumulative CPU 974.57 sec
2014-06-30 20:42:23,026 Stage-1 map = 100%,  reduce = 93%, Cumulative CPU 985.08 sec
2014-06-30 20:42:25,144 Stage-1 map = 100%,  reduce = 94%, Cumulative CPU 990.1 sec
2014-06-30 20:42:27,302 Stage-1 map = 100%,  reduce = 95%, Cumulative CPU 998.52 sec
2014-06-30 20:42:30,476 Stage-1 map = 100%,  reduce = 96%, Cumulative CPU 1008.1 sec
2014-06-30 20:42:33,656 Stage-1 map = 100%,  reduce = 97%, Cumulative CPU 1018.1 sec
2014-06-30 20:42:36,776 Stage-1 map = 100%,  reduce = 98%, Cumulative CPU 1027.81 sec
2014-06-30 20:42:39,105 Stage-1 map = 100%,  reduce = 99%, Cumulative CPU 1036.95 sec
2014-06-30 20:42:43,242 Stage-1 map = 100%,  reduce = 100%, Cumulative CPU 1045.12 sec
MapReduce Total cumulative CPU time: 17 minutes 25 seconds 120 msec
Ended Job = job_1404113889176_0047
Launching Job 2 out of 4
Number of reduce tasks not specified. Estimated from input data size: 2
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0048, Tracking URL = http://master:8088/proxy/application_1404113889176_0048/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0048
Hadoop job information for Stage-2: number of mappers: 7; number of reducers: 2
2014-06-30 20:43:01,973 Stage-2 map = 0%,  reduce = 0%
2014-06-30 20:43:26,986 Stage-2 map = 1%,  reduce = 0%, Cumulative CPU 34.19 sec
2014-06-30 20:43:28,021 Stage-2 map = 4%,  reduce = 0%, Cumulative CPU 41.41 sec
2014-06-30 20:44:01,227 Stage-2 map = 8%,  reduce = 0%, Cumulative CPU 146.09 sec
2014-06-30 20:44:08,457 Stage-2 map = 13%,  reduce = 0%, Cumulative CPU 172.08 sec
2014-06-30 20:44:17,852 Stage-2 map = 17%,  reduce = 0%, Cumulative CPU 202.8 sec
2014-06-30 20:44:18,889 Stage-2 map = 21%,  reduce = 0%, Cumulative CPU 206.02 sec
2014-06-30 20:44:20,965 Stage-2 map = 26%,  reduce = 0%, Cumulative CPU 212.85 sec
2014-06-30 20:44:22,006 Stage-2 map = 30%,  reduce = 0%, Cumulative CPU 216.64 sec
2014-06-30 20:44:33,901 Stage-2 map = 31%,  reduce = 0%, Cumulative CPU 254.78 sec
2014-06-30 20:44:34,937 Stage-2 map = 32%,  reduce = 0%, Cumulative CPU 257.85 sec
2014-06-30 20:44:37,077 Stage-2 map = 33%,  reduce = 0%, Cumulative CPU 266.83 sec
2014-06-30 20:44:58,120 Stage-2 map = 37%,  reduce = 0%, Cumulative CPU 334.88 sec
2014-06-30 20:45:02,310 Stage-2 map = 41%,  reduce = 0%, Cumulative CPU 346.85 sec
2014-06-30 20:45:05,232 Stage-2 map = 42%,  reduce = 0%, Cumulative CPU 356.74 sec
2014-06-30 20:45:08,109 Stage-2 map = 43%,  reduce = 0%, Cumulative CPU 365.96 sec
2014-06-30 20:45:11,335 Stage-2 map = 47%,  reduce = 0%, Cumulative CPU 372.68 sec
2014-06-30 20:45:14,272 Stage-2 map = 48%,  reduce = 0%, Cumulative CPU 382.3 sec
2014-06-30 20:45:15,513 Stage-2 map = 56%,  reduce = 0%, Cumulative CPU 388.5 sec
2014-06-30 20:45:18,944 Stage-2 map = 60%,  reduce = 0%, Cumulative CPU 396.83 sec
2014-06-30 20:45:22,115 Stage-2 map = 61%,  reduce = 0%, Cumulative CPU 399.27 sec
2014-06-30 20:45:25,903 Stage-2 map = 62%,  reduce = 0%, Cumulative CPU 400.96 sec
2014-06-30 20:45:30,902 Stage-2 map = 63%,  reduce = 0%, Cumulative CPU 402.93 sec
2014-06-30 20:45:35,824 Stage-2 map = 64%,  reduce = 0%, Cumulative CPU 406.8 sec
2014-06-30 20:45:38,358 Stage-2 map = 65%,  reduce = 0%, Cumulative CPU 407.32 sec
2014-06-30 20:45:42,841 Stage-2 map = 66%,  reduce = 0%, Cumulative CPU 410.36 sec
2014-06-30 20:45:49,669 Stage-2 map = 67%,  reduce = 0%, Cumulative CPU 411.55 sec
2014-06-30 20:45:54,677 Stage-2 map = 68%,  reduce = 0%, Cumulative CPU 415.45 sec
2014-06-30 20:45:57,119 Stage-2 map = 69%,  reduce = 0%, Cumulative CPU 416.93 sec
2014-06-30 20:46:04,646 Stage-2 map = 70%,  reduce = 0%, Cumulative CPU 419.97 sec
2014-06-30 20:46:06,819 Stage-2 map = 71%,  reduce = 0%, Cumulative CPU 421.45 sec
2014-06-30 20:46:11,136 Stage-2 map = 72%,  reduce = 0%, Cumulative CPU 423.01 sec
2014-06-30 20:46:16,731 Stage-2 map = 73%,  reduce = 0%, Cumulative CPU 426.08 sec
2014-06-30 20:46:22,969 Stage-2 map = 74%,  reduce = 0%, Cumulative CPU 428.22 sec
2014-06-30 20:46:26,662 Stage-2 map = 75%,  reduce = 0%, Cumulative CPU 430.42 sec
2014-06-30 20:46:31,480 Stage-2 map = 76%,  reduce = 0%, Cumulative CPU 432.46 sec
2014-06-30 20:46:36,930 Stage-2 map = 77%,  reduce = 0%, Cumulative CPU 434.7 sec
2014-06-30 20:46:42,687 Stage-2 map = 78%,  reduce = 0%, Cumulative CPU 436.57 sec
2014-06-30 20:46:48,053 Stage-2 map = 79%,  reduce = 0%, Cumulative CPU 439.27 sec
2014-06-30 20:46:57,729 Stage-2 map = 80%,  reduce = 0%, Cumulative CPU 442.33 sec
2014-06-30 20:47:00,449 Stage-2 map = 81%,  reduce = 0%, Cumulative CPU 444.47 sec
2014-06-30 20:47:15,496 Stage-2 map = 84%,  reduce = 0%, Cumulative CPU 450.78 sec
2014-06-30 20:47:22,112 Stage-2 map = 85%,  reduce = 0%, Cumulative CPU 453.82 sec
2014-06-30 20:47:26,227 Stage-2 map = 86%,  reduce = 0%, Cumulative CPU 455.28 sec
2014-06-30 20:47:52,050 Stage-2 map = 100%,  reduce = 2%, Cumulative CPU 465.01 sec
2014-06-30 20:48:01,321 Stage-2 map = 100%,  reduce = 7%, Cumulative CPU 467.25 sec
2014-06-30 20:48:04,414 Stage-2 map = 100%,  reduce = 10%, Cumulative CPU 468.05 sec
2014-06-30 20:48:07,557 Stage-2 map = 100%,  reduce = 12%, Cumulative CPU 468.05 sec
2014-06-30 20:48:10,647 Stage-2 map = 100%,  reduce = 33%, Cumulative CPU 470.57 sec
2014-06-30 20:48:13,736 Stage-2 map = 100%,  reduce = 36%, Cumulative CPU 472.02 sec
2014-06-30 20:48:19,926 Stage-2 map = 100%,  reduce = 38%, Cumulative CPU 482.93 sec
2014-06-30 20:48:23,018 Stage-2 map = 100%,  reduce = 39%, Cumulative CPU 490.16 sec
2014-06-30 20:48:26,109 Stage-2 map = 100%,  reduce = 41%, Cumulative CPU 490.16 sec
2014-06-30 20:48:30,224 Stage-2 map = 100%,  reduce = 42%, Cumulative CPU 505.21 sec
2014-06-30 20:48:36,410 Stage-2 map = 100%,  reduce = 45%, Cumulative CPU 520.5 sec
2014-06-30 20:48:46,695 Stage-2 map = 100%,  reduce = 46%, Cumulative CPU 542.39 sec
2014-06-30 20:48:49,792 Stage-2 map = 100%,  reduce = 48%, Cumulative CPU 552.65 sec
2014-06-30 20:48:52,883 Stage-2 map = 100%,  reduce = 49%, Cumulative CPU 561.27 sec
2014-06-30 20:48:59,053 Stage-2 map = 100%,  reduce = 71%, Cumulative CPU 577.4 sec
2014-06-30 20:49:08,229 Stage-2 map = 100%,  reduce = 72%, Cumulative CPU 599.37 sec
2014-06-30 20:49:15,435 Stage-2 map = 100%,  reduce = 73%, Cumulative CPU 620.98 sec
2014-06-30 20:49:23,702 Stage-2 map = 100%,  reduce = 74%, Cumulative CPU 647.21 sec
2014-06-30 20:49:29,874 Stage-2 map = 100%,  reduce = 75%, Cumulative CPU 664.72 sec
