14/06/30 17:32:04 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed

Logging initialized using configuration in jar:file:/usr/local/hive/lib/hive-common-0.13.0.jar!/hive-log4j.properties
hive.exec.parallel=false
hive.exec.parallel.thread.number=8
hive.exec.compress.intermediate=false
mapred.map.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.exec.compress.output=false
mapred.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.default.fileformat=TextFile
hive.optimize.mapjoin.mapreduce is undefined
hive.mapjoin.smalltable.filesize=25000000
hive.optimize.bucketmapjoin=false
hive.optimize.bucketmapjoin.sortedmerge=false
hive.auto.convert.join=true
hive.auto.convert.sortmerge.join=false
hive.auto.convert.sortmerge.join.noconditionaltask is undefined
hive.optimize.ppd=true
hive.optimize.index.filter=false
OK
Time taken: 0.585 seconds
Added resource: /home/hduser/nfs/Big-Bench/queries/q02/q2_reducer.py
OK
Time taken: 0.072 seconds
Total jobs = 2
14/06/30 17:32:15 WARN conf.Configuration: file:/tmp/hduser/hive_2014-06-30_17-32-11_554_713385213315704986-1/-local-10008/jobconf.xml:an attempt to override final parameter: mapreduce.job.end-notification.max.retry.interval;  Ignoring.
14/06/30 17:32:15 WARN conf.Configuration: file:/tmp/hduser/hive_2014-06-30_17-32-11_554_713385213315704986-1/-local-10008/jobconf.xml:an attempt to override final parameter: mapreduce.job.end-notification.max.attempts;  Ignoring.
14/06/30 17:32:15 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed
Execution log at: /tmp/hduser/hduser_20140630173232_bd32a8dd-89ac-4a97-8665-7ea398ec2207.log
2014-06-30 05:32:16	Starting to launch local task to process map join;	maximum memory = 514850816
2014-06-30 05:32:16	Dump the side-table into file: file:/tmp/hduser/hive_2014-06-30_17-32-11_554_713385213315704986-1/-local-10005/HashTable-Stage-2/MapJoin-mapfile01--.hashtable
2014-06-30 05:32:16	Uploaded 1 File to: file:/tmp/hduser/hive_2014-06-30_17-32-11_554_713385213315704986-1/-local-10005/HashTable-Stage-2/MapJoin-mapfile01--.hashtable (17628 bytes)
2014-06-30 05:32:16	End of local task; Time Taken: 0.733 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 1 out of 2
Number of reduce tasks not specified. Estimated from input data size: 14
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0003, Tracking URL = http://master:8088/proxy/application_1404113889176_0003/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0003
Hadoop job information for Stage-2: number of mappers: 52; number of reducers: 14
2014-06-30 17:32:28,289 Stage-2 map = 0%,  reduce = 0%
2014-06-30 17:47:52,320 Stage-2 map = 50%,  reduce = 2%, Cumulative CPU 2046.8 sec
2014-06-30 17:48:53,152 Stage-2 map = 50%,  reduce = 2%, Cumulative CPU 2166.42 sec
2014-06-30 17:49:02,515 Stage-2 map = 51%,  reduce = 2%, Cumulative CPU 2195.51 sec
2014-06-30 17:49:05,634 Stage-2 map = 53%,  reduce = 2%, Cumulative CPU 2205.4 sec
2014-06-30 17:49:48,291 Stage-2 map = 54%,  reduce = 2%, Cumulative CPU 2329.22 sec
2014-06-30 17:49:52,686 Stage-2 map = 55%,  reduce = 2%, Cumulative CPU 2348.02 sec
2014-06-30 17:49:56,444 Stage-2 map = 56%,  reduce = 2%, Cumulative CPU 2356.18 sec
2014-06-30 17:50:00,422 Stage-2 map = 57%,  reduce = 2%, Cumulative CPU 2361.41 sec
2014-06-30 17:50:04,255 Stage-2 map = 57%,  reduce = 3%, Cumulative CPU 2363.94 sec
2014-06-30 17:50:08,463 Stage-2 map = 58%,  reduce = 3%, Cumulative CPU 2368.12 sec
2014-06-30 17:50:34,247 Stage-2 map = 58%,  reduce = 4%, Cumulative CPU 2401.76 sec
2014-06-30 17:51:04,784 Stage-2 map = 59%,  reduce = 4%, Cumulative CPU 2494.21 sec
2014-06-30 17:51:07,923 Stage-2 map = 60%,  reduce = 4%, Cumulative CPU 2503.38 sec
2014-06-30 17:51:39,634 Stage-2 map = 61%,  reduce = 4%, Cumulative CPU 2595.36 sec
2014-06-30 17:51:42,568 Stage-2 map = 62%,  reduce = 4%, Cumulative CPU 2603.2 sec
2014-06-30 17:51:45,493 Stage-2 map = 63%,  reduce = 4%, Cumulative CPU 2610.94 sec
2014-06-30 17:51:54,546 Stage-2 map = 63%,  reduce = 5%, Cumulative CPU 2618.15 sec
2014-06-30 17:52:44,172 Stage-2 map = 65%,  reduce = 5%, Cumulative CPU 2725.54 sec
2014-06-30 17:53:18,206 Stage-2 map = 66%,  reduce = 5%, Cumulative CPU 2826.2 sec
2014-06-30 17:53:21,306 Stage-2 map = 67%,  reduce = 5%, Cumulative CPU 2831.6 sec
2014-06-30 17:53:24,390 Stage-2 map = 68%,  reduce = 5%, Cumulative CPU 2839.94 sec
2014-06-30 17:53:27,484 Stage-2 map = 69%,  reduce = 5%, Cumulative CPU 2846.2 sec
2014-06-30 17:54:25,338 Stage-2 map = 71%,  reduce = 5%, Cumulative CPU 2959.84 sec
2014-06-30 17:54:59,359 Stage-2 map = 72%,  reduce = 5%, Cumulative CPU 3060.25 sec
2014-06-30 17:55:02,453 Stage-2 map = 73%,  reduce = 5%, Cumulative CPU 3069.18 sec
2014-06-30 17:55:05,543 Stage-2 map = 74%,  reduce = 5%, Cumulative CPU 3075.83 sec
2014-06-30 17:55:12,077 Stage-2 map = 75%,  reduce = 5%, Cumulative CPU 3084.26 sec
2014-06-30 17:56:02,584 Stage-2 map = 77%,  reduce = 5%, Cumulative CPU 3195.88 sec
2014-06-30 17:56:36,593 Stage-2 map = 78%,  reduce = 5%, Cumulative CPU 3295.47 sec
2014-06-30 17:56:39,685 Stage-2 map = 79%,  reduce = 5%, Cumulative CPU 3304.14 sec
2014-06-30 17:56:43,886 Stage-2 map = 80%,  reduce = 5%, Cumulative CPU 3309.3 sec
2014-06-30 17:56:45,949 Stage-2 map = 81%,  reduce = 5%, Cumulative CPU 3313.67 sec
2014-06-30 17:56:51,879 Stage-2 map = 81%,  reduce = 6%, Cumulative CPU 3316.98 sec
2014-06-30 17:57:40,346 Stage-2 map = 82%,  reduce = 6%, Cumulative CPU 3429.04 sec
2014-06-30 17:57:43,433 Stage-2 map = 83%,  reduce = 6%, Cumulative CPU 3438.15 sec
2014-06-30 17:58:16,390 Stage-2 map = 84%,  reduce = 6%, Cumulative CPU 3532.43 sec
2014-06-30 17:58:17,423 Stage-2 map = 85%,  reduce = 6%, Cumulative CPU 3538.26 sec
2014-06-30 17:58:20,511 Stage-2 map = 86%,  reduce = 6%, Cumulative CPU 3544.71 sec
2014-06-30 17:58:33,195 Stage-2 map = 87%,  reduce = 6%, Cumulative CPU 3553.31 sec
2014-06-30 17:59:22,050 Stage-2 map = 88%,  reduce = 6%, Cumulative CPU 3659.71 sec
2014-06-30 17:59:56,126 Stage-2 map = 89%,  reduce = 6%, Cumulative CPU 3760.77 sec
2014-06-30 17:59:58,544 Stage-2 map = 90%,  reduce = 6%, Cumulative CPU 3760.77 sec
2014-06-30 17:59:59,726 Stage-2 map = 91%,  reduce = 6%, Cumulative CPU 3769.15 sec
2014-06-30 18:00:04,852 Stage-2 map = 92%,  reduce = 6%, Cumulative CPU 3775.07 sec
2014-06-30 18:00:11,905 Stage-2 map = 92%,  reduce = 7%, Cumulative CPU 3789.32 sec
2014-06-30 18:00:56,973 Stage-2 map = 94%,  reduce = 7%, Cumulative CPU 3898.13 sec
2014-06-30 18:01:31,805 Stage-2 map = 95%,  reduce = 7%, Cumulative CPU 3998.37 sec
2014-06-30 18:01:33,389 Stage-2 map = 96%,  reduce = 7%, Cumulative CPU 3998.37 sec
2014-06-30 18:01:37,089 Stage-2 map = 97%,  reduce = 7%, Cumulative CPU 4006.75 sec
2014-06-30 18:01:41,188 Stage-2 map = 98%,  reduce = 7%, Cumulative CPU 4016.77 sec
2014-06-30 18:02:13,849 Stage-2 map = 98%,  reduce = 8%, Cumulative CPU 4029.53 sec
2014-06-30 18:02:39,534 Stage-2 map = 98%,  reduce = 9%, Cumulative CPU 4071.89 sec
2014-06-30 18:02:42,164 Stage-2 map = 99%,  reduce = 9%, Cumulative CPU 4075.76 sec
2014-06-30 18:02:47,357 Stage-2 map = 100%,  reduce = 9%, Cumulative CPU 4080.21 sec
2014-06-30 18:02:53,789 Stage-2 map = 100%,  reduce = 21%, Cumulative CPU 4080.47 sec
2014-06-30 18:02:55,017 Stage-2 map = 100%,  reduce = 16%, Cumulative CPU 4083.66 sec
2014-06-30 18:03:13,830 Stage-2 map = 100%,  reduce = 17%, Cumulative CPU 4087.97 sec
2014-06-30 18:03:43,563 Stage-2 map = 100%,  reduce = 18%, Cumulative CPU 4143.16 sec
2014-06-30 18:04:06,703 Stage-2 map = 100%,  reduce = 19%, Cumulative CPU 4189.81 sec
2014-06-30 18:04:26,507 Stage-2 map = 100%,  reduce = 20%, Cumulative CPU 4248.09 sec
2014-06-30 18:04:45,515 Stage-2 map = 100%,  reduce = 21%, Cumulative CPU 4285.07 sec
2014-06-30 18:05:06,985 Stage-2 map = 100%,  reduce = 22%, Cumulative CPU 4344.9 sec
2014-06-30 18:05:28,456 Stage-2 map = 100%,  reduce = 23%, Cumulative CPU 4397.09 sec
2014-06-30 18:05:48,884 Stage-2 map = 100%,  reduce = 24%, Cumulative CPU 4443.46 sec
2014-06-30 18:06:08,491 Stage-2 map = 100%,  reduce = 25%, Cumulative CPU 4492.53 sec
2014-06-30 18:06:35,959 Stage-2 map = 100%,  reduce = 26%, Cumulative CPU 4525.39 sec
2014-06-30 18:07:00,710 Stage-2 map = 100%,  reduce = 27%, Cumulative CPU 4549.67 sec
2014-06-30 18:07:08,959 Stage-2 map = 100%,  reduce = 29%, Cumulative CPU 4551.41 sec
2014-06-30 18:07:10,111 Stage-2 map = 100%,  reduce = 30%, Cumulative CPU 4551.92 sec
2014-06-30 18:07:11,145 Stage-2 map = 100%,  reduce = 31%, Cumulative CPU 4552.97 sec
2014-06-30 18:07:12,409 Stage-2 map = 100%,  reduce = 32%, Cumulative CPU 4553.83 sec
2014-06-30 18:07:30,094 Stage-2 map = 100%,  reduce = 33%, Cumulative CPU 4590.3 sec
2014-06-30 18:07:48,108 Stage-2 map = 100%,  reduce = 34%, Cumulative CPU 4632.95 sec
2014-06-30 18:08:05,162 Stage-2 map = 100%,  reduce = 35%, Cumulative CPU 4675.73 sec
2014-06-30 18:08:21,971 Stage-2 map = 100%,  reduce = 36%, Cumulative CPU 4714.66 sec
2014-06-30 18:08:42,065 Stage-2 map = 100%,  reduce = 37%, Cumulative CPU 4757.78 sec
2014-06-30 18:09:04,930 Stage-2 map = 100%,  reduce = 38%, Cumulative CPU 4794.9 sec
2014-06-30 18:09:25,480 Stage-2 map = 100%,  reduce = 39%, Cumulative CPU 4836.94 sec
2014-06-30 18:09:51,039 Stage-2 map = 100%,  reduce = 40%, Cumulative CPU 4870.18 sec
2014-06-30 18:10:21,820 Stage-2 map = 100%,  reduce = 41%, Cumulative CPU 4881.31 sec
2014-06-30 18:10:24,539 Stage-2 map = 100%,  reduce = 43%, Cumulative CPU 4882.38 sec
2014-06-30 18:10:34,323 Stage-2 map = 100%,  reduce = 44%, Cumulative CPU 4883.73 sec
2014-06-30 18:10:59,279 Stage-2 map = 100%,  reduce = 45%, Cumulative CPU 4897.18 sec
2014-06-30 18:11:17,848 Stage-2 map = 100%,  reduce = 46%, Cumulative CPU 4928.48 sec
2014-06-30 18:11:40,571 Stage-2 map = 100%,  reduce = 47%, Cumulative CPU 4963.82 sec
2014-06-30 18:12:02,788 Stage-2 map = 100%,  reduce = 48%, Cumulative CPU 4994.27 sec
2014-06-30 18:12:25,696 Stage-2 map = 100%,  reduce = 49%, Cumulative CPU 5026.4 sec
2014-06-30 18:12:51,348 Stage-2 map = 100%,  reduce = 50%, Cumulative CPU 5053.91 sec
2014-06-30 18:13:00,342 Stage-2 map = 100%,  reduce = 56%, Cumulative CPU 5057.06 sec
2014-06-30 18:13:03,748 Stage-2 map = 100%,  reduce = 57%, Cumulative CPU 5057.75 sec
2014-06-30 18:13:18,327 Stage-2 map = 100%,  reduce = 58%, Cumulative CPU 5073.63 sec
2014-06-30 18:13:37,719 Stage-2 map = 100%,  reduce = 59%, Cumulative CPU 5122.77 sec
2014-06-30 18:13:57,584 Stage-2 map = 100%,  reduce = 60%, Cumulative CPU 5172.51 sec
2014-06-30 18:14:14,511 Stage-2 map = 100%,  reduce = 61%, Cumulative CPU 5218.55 sec
2014-06-30 18:14:34,512 Stage-2 map = 100%,  reduce = 62%, Cumulative CPU 5267.72 sec
2014-06-30 18:14:54,092 Stage-2 map = 100%,  reduce = 63%, Cumulative CPU 5315.62 sec
2014-06-30 18:15:14,824 Stage-2 map = 100%,  reduce = 64%, Cumulative CPU 5362.98 sec
2014-06-30 18:15:35,375 Stage-2 map = 100%,  reduce = 65%, Cumulative CPU 5408.65 sec
2014-06-30 18:15:56,009 Stage-2 map = 100%,  reduce = 66%, Cumulative CPU 5453.24 sec
2014-06-30 18:16:15,835 Stage-2 map = 100%,  reduce = 67%, Cumulative CPU 5496.35 sec
2014-06-30 18:16:40,197 Stage-2 map = 100%,  reduce = 68%, Cumulative CPU 5527.75 sec
2014-06-30 18:17:04,728 Stage-2 map = 100%,  reduce = 69%, Cumulative CPU 5536.77 sec
2014-06-30 18:17:28,450 Stage-2 map = 100%,  reduce = 70%, Cumulative CPU 5545.72 sec
2014-06-30 18:17:52,945 Stage-2 map = 100%,  reduce = 71%, Cumulative CPU 5553.31 sec
2014-06-30 18:18:01,999 Stage-2 map = 100%,  reduce = 76%, Cumulative CPU 5556.46 sec
2014-06-30 18:18:16,695 Stage-2 map = 100%,  reduce = 79%, Cumulative CPU 5560.89 sec
2014-06-30 18:18:35,509 Stage-2 map = 100%,  reduce = 80%, Cumulative CPU 5617.58 sec
2014-06-30 18:18:54,866 Stage-2 map = 100%,  reduce = 81%, Cumulative CPU 5666.56 sec
2014-06-30 18:19:18,442 Stage-2 map = 100%,  reduce = 82%, Cumulative CPU 5714.45 sec
2014-06-30 18:19:36,901 Stage-2 map = 100%,  reduce = 83%, Cumulative CPU 5764.49 sec
2014-06-30 18:20:00,586 Stage-2 map = 100%,  reduce = 84%, Cumulative CPU 5821.6 sec
2014-06-30 18:20:19,359 Stage-2 map = 100%,  reduce = 85%, Cumulative CPU 5866.01 sec
2014-06-30 18:20:40,480 Stage-2 map = 100%,  reduce = 86%, Cumulative CPU 5916.58 sec
2014-06-30 18:21:02,483 Stage-2 map = 100%,  reduce = 87%, Cumulative CPU 5965.13 sec
2014-06-30 18:21:27,067 Stage-2 map = 100%,  reduce = 88%, Cumulative CPU 6011.96 sec
2014-06-30 18:21:58,289 Stage-2 map = 100%,  reduce = 89%, Cumulative CPU 6030.98 sec
2014-06-30 18:22:19,949 Stage-2 map = 100%,  reduce = 90%, Cumulative CPU 6036.44 sec
2014-06-30 18:22:41,101 Stage-2 map = 100%,  reduce = 91%, Cumulative CPU 6044.46 sec
2014-06-30 18:22:44,177 Stage-2 map = 100%,  reduce = 95%, Cumulative CPU 6046.39 sec
2014-06-30 18:22:56,827 Stage-2 map = 100%,  reduce = 96%, Cumulative CPU 6070.2 sec
2014-06-30 18:23:20,633 Stage-2 map = 100%,  reduce = 97%, Cumulative CPU 6128.94 sec
2014-06-30 18:23:45,651 Stage-2 map = 100%,  reduce = 98%, Cumulative CPU 6183.86 sec
