TimeStamp;NodeID;NodeCount;SF;WorkerCount;Table name;time in ms;size in byte;speed;comment
1402307452424;1;1;1.0;4;ALL#worker3;processdWorkUnits;68168;processdWorkUnits/s;1649;;
1402307452424;1;1;1.0;4;customer;643;13633355;20.2 MiB/s;;
1402307452424;1;1;1.0;4;customer_address;104;5289727;48.5 MiB/s;;
1402307452424;1;1;1.0;4;customer_demographics;2287;77751617;32.4 MiB/s;;
1402307452424;1;1;1.0;4;date_dim;1784;15495369;8.3 MiB/s;;
1402307452424;1;1;1.0;4;household_demographics;8;154838;18.5 MiB/s;;
1402307452424;1;1;1.0;4;income_band;71;407;5.6 KiB/s;;
1402307452424;1;1;1.0;4;inventory;17929;429236150;22.8 MiB/s;;
1402307452424;1;1;1.0;4;item;87;5528034;60.6 MiB/s;;
1402307452424;1;1;1.0;4;item_marketprices;97;3772891;37.1 MiB/s;;
1402307452424;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;65055;processdWorkUnits/s;1574;;
1402307452424;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;68117;processdWorkUnits/s;1648;;
1402307452424;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;64779;processdWorkUnits/s;1568;;
1402307452424;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;68168;processdWorkUnits/s;1649;;
1402307452424;1;1;1.0;4;product_reviews;1674;65533518;37.3 MiB/s;;
1402307452424;1;1;1.0;4;promotion;7;38967;5.3 MiB/s;;
1402307452424;1;1;1.0;4;reason;2;2431;1.2 MiB/s;;
1402307452424;1;1;1.0;4;ship_mode;3;1197;389.6 KiB/s;;
1402307452424;1;1;1.0;4;store;4;3187;778.1 KiB/s;;
1402307452424;1;1;1.0;4;store_returns;562;5477729;9.3 MiB/s;;
1402307452424;1;1;1.0;4;store_sales;4017;112544612;26.7 MiB/s;;
1402307452424;1;1;1.0;4;time_dim;132;6479789;46.8 MiB/s;;
1402307452424;1;1;1.0;4;warehouse;10;528;51.6 KiB/s;;
1402307452424;1;1;1.0;4;web_clickstreams;5171;186983372;34.5 MiB/s;;
1402307452424;1;1;1.0;4;web_page;3;8126;2.6 MiB/s;;
1402307452424;1;1;1.0;4;web_returns;331;6667598;19.2 MiB/s;;
1402307452424;1;1;1.0;4;web_sales;6395;162086246;24.2 MiB/s;;
1402309677382;1;1;1.0;4;ALL;54322;1096698995;19.3 MiB/s;;
1402309677382;1;1;1.0;4;ALL#worker0;processdWorkUnits;66605;processdWorkUnits/s;1226;;
1402309677382;1;1;1.0;4;ALL#worker1;processdWorkUnits;67129;processdWorkUnits/s;1236;;
1402309677382;1;1;1.0;4;ALL#worker2;processdWorkUnits;66497;processdWorkUnits/s;1225;;
1402309677382;1;1;1.0;4;ALL#worker3;processdWorkUnits;65888;processdWorkUnits/s;1213;;
1402309677382;1;1;1.0;4;customer;1016;13633355;12.8 MiB/s;;
1402309677382;1;1;1.0;4;customer_address;93;5289727;54.2 MiB/s;;
1402309677382;1;1;1.0;4;customer_demographics;2454;77751617;30.2 MiB/s;;
1402309677382;1;1;1.0;4;date_dim;3297;15495369;4.5 MiB/s;;
1402309677382;1;1;1.0;4;household_demographics;6;154838;24.6 MiB/s;;
1402309677382;1;1;1.0;4;income_band;2;407;198.7 KiB/s;;
1402309677382;1;1;1.0;4;inventory;20906;429236150;19.6 MiB/s;;
1402309677382;1;1;1.0;4;item;851;5528034;6.2 MiB/s;;
1402309677382;1;1;1.0;4;item_marketprices;436;3772891;8.3 MiB/s;;
1402309677382;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;66605;processdWorkUnits/s;1226;;
1402309677382;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;67129;processdWorkUnits/s;1236;;
1402309677382;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;66497;processdWorkUnits/s;1225;;
1402309677382;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;65888;processdWorkUnits/s;1213;;
1402309677382;1;1;1.0;4;product_reviews;4220;65533518;14.8 MiB/s;;
1402309677382;1;1;1.0;4;promotion;223;38967;170.6 KiB/s;;
1402309677382;1;1;1.0;4;reason;26;2431;91.3 KiB/s;;
1402309677382;1;1;1.0;4;ship_mode;2;1197;584.5 KiB/s;;
1402309677382;1;1;1.0;4;store;8;3187;389.0 KiB/s;;
1402309677382;1;1;1.0;4;store_returns;754;5477729;6.9 MiB/s;;
1402309677382;1;1;1.0;4;store_sales;4824;112544612;22.2 MiB/s;;
1402309677382;1;1;1.0;4;time_dim;856;6479789;7.2 MiB/s;;
1402309677382;1;1;1.0;4;warehouse;3;528;171.9 KiB/s;;
1402309677382;1;1;1.0;4;web_clickstreams;7258;186983372;24.6 MiB/s;;
1402309677382;1;1;1.0;4;web_page;536;8126;14.8 KiB/s;;
1402309677382;1;1;1.0;4;web_returns;197;6667598;32.3 MiB/s;;
1402309677382;1;1;1.0;4;web_sales;4202;162086246;36.8 MiB/s;;
1402382310821;1;1;1.0;4;ALL;52072;1096698995;20.1 MiB/s;;
1402382310821;1;1;1.0;4;ALL#worker0;processdWorkUnits;67394;processdWorkUnits/s;1295;;
1402382310821;1;1;1.0;4;ALL#worker1;processdWorkUnits;64464;processdWorkUnits/s;1239;;
1402382310821;1;1;1.0;4;ALL#worker2;processdWorkUnits;65495;processdWorkUnits/s;1259;;
1402382310821;1;1;1.0;4;ALL#worker3;processdWorkUnits;68766;processdWorkUnits/s;1322;;
1402382310821;1;1;1.0;4;customer;685;13633355;19.0 MiB/s;;
1402382310821;1;1;1.0;4;customer_address;105;5289727;48.0 MiB/s;;
1402382310821;1;1;1.0;4;customer_demographics;3704;77751617;20.0 MiB/s;;
1402382310821;1;1;1.0;4;date_dim;1676;15495369;8.8 MiB/s;;
1402382310821;1;1;1.0;4;household_demographics;12;154838;12.3 MiB/s;;
1402382310821;1;1;1.0;4;income_band;9;407;44.2 KiB/s;;
1402382310821;1;1;1.0;4;inventory;24224;429236150;16.9 MiB/s;;
1402382310821;1;1;1.0;4;item;85;5528034;62.0 MiB/s;;
1402382310821;1;1;1.0;4;item_marketprices;101;3772891;35.6 MiB/s;;
1402382310821;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;67394;processdWorkUnits/s;1295;;
1402382310821;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;64464;processdWorkUnits/s;1239;;
1402382310821;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;65495;processdWorkUnits/s;1259;;
1402382310821;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;68766;processdWorkUnits/s;1322;;
1402382310821;1;1;1.0;4;product_reviews;2112;65533518;29.6 MiB/s;;
1402382310821;1;1;1.0;4;promotion;4;38967;9.3 MiB/s;;
1402382310821;1;1;1.0;4;reason;4;2431;593.5 KiB/s;;
1402382310821;1;1;1.0;4;ship_mode;2;1197;584.5 KiB/s;;
1402382310821;1;1;1.0;4;store;4;3187;778.1 KiB/s;;
1402382310821;1;1;1.0;4;store_returns;496;5477729;10.5 MiB/s;;
1402382310821;1;1;1.0;4;store_sales;3791;112544612;28.3 MiB/s;;
1402382310821;1;1;1.0;4;time_dim;234;6479789;26.4 MiB/s;;
1402382310821;1;1;1.0;4;warehouse;3;528;171.9 KiB/s;;
1402382310821;1;1;1.0;4;web_clickstreams;6875;186983372;25.9 MiB/s;;
1402382310821;1;1;1.0;4;web_page;3;8126;2.6 MiB/s;;
1402382310821;1;1;1.0;4;web_returns;182;6667598;34.9 MiB/s;;
1402382310821;1;1;1.0;4;web_sales;7691;162086246;20.1 MiB/s;;
1402382611988;1;1;1.0;4;ALL;54437;1096698995;19.2 MiB/s;;
1402382611988;1;1;1.0;4;ALL#worker0;processdWorkUnits;66507;processdWorkUnits/s;1222;;
1402382611988;1;1;1.0;4;ALL#worker1;processdWorkUnits;66594;processdWorkUnits/s;1223;;
1402382611988;1;1;1.0;4;ALL#worker2;processdWorkUnits;65485;processdWorkUnits/s;1203;;
1402382611988;1;1;1.0;4;ALL#worker3;processdWorkUnits;67533;processdWorkUnits/s;1241;;
1402382611988;1;1;1.0;4;customer;612;13633355;21.2 MiB/s;;
1402382611988;1;1;1.0;4;customer_address;90;5289727;56.1 MiB/s;;
1402382611988;1;1;1.0;4;customer_demographics;3278;77751617;22.6 MiB/s;;
1402382611988;1;1;1.0;4;date_dim;1942;15495369;7.6 MiB/s;;
1402382611988;1;1;1.0;4;household_demographics;6;154838;24.6 MiB/s;;
1402382611988;1;1;1.0;4;income_band;2;407;198.7 KiB/s;;
1402382611988;1;1;1.0;4;inventory;25483;429236150;16.1 MiB/s;;
1402382611988;1;1;1.0;4;item;84;5528034;62.8 MiB/s;;
1402382611988;1;1;1.0;4;item_marketprices;104;3772891;34.6 MiB/s;;
1402382611988;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;66507;processdWorkUnits/s;1222;;
1402382611988;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;66594;processdWorkUnits/s;1223;;
1402382611988;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;65485;processdWorkUnits/s;1203;;
1402382611988;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;67533;processdWorkUnits/s;1241;;
1402382611988;1;1;1.0;4;product_reviews;1587;65533518;39.4 MiB/s;;
1402382611988;1;1;1.0;4;promotion;8;38967;4.6 MiB/s;;
1402382611988;1;1;1.0;4;reason;2;2431;1.2 MiB/s;;
1402382611988;1;1;1.0;4;ship_mode;4;1197;292.2 KiB/s;;
1402382611988;1;1;1.0;4;store;3;3187;1.0 MiB/s;;
1402382611988;1;1;1.0;4;store_returns;451;5477729;11.6 MiB/s;;
1402382611988;1;1;1.0;4;store_sales;5223;112544612;20.5 MiB/s;;
1402382611988;1;1;1.0;4;time_dim;127;6479789;48.7 MiB/s;;
1402382611988;1;1;1.0;4;warehouse;2;528;257.8 KiB/s;;
1402382611988;1;1;1.0;4;web_clickstreams;7456;186983372;23.9 MiB/s;;
1402382611988;1;1;1.0;4;web_page;2;8126;3.9 MiB/s;;
1402382611988;1;1;1.0;4;web_returns;182;6667598;34.9 MiB/s;;
1402382611988;1;1;1.0;4;web_sales;7771;162086246;19.9 MiB/s;;
1402395079176;1;1;1.0;4;ALL;43081;1096698995;24.3 MiB/s;;
1402395079176;1;1;1.0;4;ALL#worker0;processdWorkUnits;66947;processdWorkUnits/s;1555;;
1402395079176;1;1;1.0;4;ALL#worker1;processdWorkUnits;69140;processdWorkUnits/s;1606;;
1402395079176;1;1;1.0;4;ALL#worker2;processdWorkUnits;65248;processdWorkUnits/s;1515;;
1402395079176;1;1;1.0;4;ALL#worker3;processdWorkUnits;64784;processdWorkUnits/s;1505;;
1402395079176;1;1;1.0;4;customer;570;13633355;22.8 MiB/s;;
1402395079176;1;1;1.0;4;customer_address;137;5289727;36.8 MiB/s;;
1402395079176;1;1;1.0;4;customer_demographics;2375;77751617;31.2 MiB/s;;
1402395079176;1;1;1.0;4;date_dim;2311;15495369;6.4 MiB/s;;
1402395079176;1;1;1.0;4;household_demographics;6;154838;24.6 MiB/s;;
1402395079176;1;1;1.0;4;income_band;3;407;132.5 KiB/s;;
1402395079176;1;1;1.0;4;inventory;18519;429236150;22.1 MiB/s;;
1402395079176;1;1;1.0;4;item;91;5528034;57.9 MiB/s;;
1402395079176;1;1;1.0;4;item_marketprices;131;3772891;27.5 MiB/s;;
1402395079176;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;66947;processdWorkUnits/s;1555;;
1402395079176;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;69140;processdWorkUnits/s;1606;;
1402395079176;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;65248;processdWorkUnits/s;1515;;
1402395079176;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;64784;processdWorkUnits/s;1505;;
1402395079176;1;1;1.0;4;product_reviews;1557;65533518;40.1 MiB/s;;
1402395079176;1;1;1.0;4;promotion;3;38967;12.4 MiB/s;;
1402395079176;1;1;1.0;4;reason;3;2431;791.3 KiB/s;;
1402395079176;1;1;1.0;4;ship_mode;2;1197;584.5 KiB/s;;
1402395079176;1;1;1.0;4;store;2;3187;1.5 MiB/s;;
1402395079176;1;1;1.0;4;store_returns;558;5477729;9.4 MiB/s;;
1402395079176;1;1;1.0;4;store_sales;3482;112544612;30.8 MiB/s;;
1402395079176;1;1;1.0;4;time_dim;256;6479789;24.1 MiB/s;;
1402395079176;1;1;1.0;4;warehouse;3;528;171.9 KiB/s;;
1402395079176;1;1;1.0;4;web_clickstreams;5939;186983372;30.0 MiB/s;;
1402395079176;1;1;1.0;4;web_page;3;8126;2.6 MiB/s;;
1402395079176;1;1;1.0;4;web_returns;198;6667598;32.1 MiB/s;;
1402395079176;1;1;1.0;4;web_sales;6901;162086246;22.4 MiB/s;;
1402395258052;1;1;1.0;4;ALL;43062;1096583278;24.3 MiB/s;;
1402395258052;1;1;1.0;4;ALL#worker0;processdWorkUnits;66493;processdWorkUnits/s;1544;;
1402395258052;1;1;1.0;4;ALL#worker1;processdWorkUnits;65788;processdWorkUnits/s;1528;;
1402395258052;1;1;1.0;4;ALL#worker2;processdWorkUnits;68357;processdWorkUnits/s;1588;;
1402395258052;1;1;1.0;4;ALL#worker3;processdWorkUnits;65481;processdWorkUnits/s;1521;;
1402395258052;1;1;1.0;4;customer;617;13633355;21.1 MiB/s;;
1402395258052;1;1;1.0;4;customer_address;91;5289727;55.4 MiB/s;;
1402395258052;1;1;1.0;4;customer_demographics;3291;77710520;22.5 MiB/s;;
1402395258052;1;1;1.0;4;date_dim;2133;15495369;6.9 MiB/s;;
1402395258052;1;1;1.0;4;household_demographics;6;154838;24.6 MiB/s;;
1402395258052;1;1;1.0;4;income_band;2;407;198.7 KiB/s;;
1402395258052;1;1;1.0;4;inventory;17746;429236150;23.1 MiB/s;;
1402395258052;1;1;1.0;4;item;499;5528034;10.6 MiB/s;;
1402395258052;1;1;1.0;4;item_marketprices;126;3772891;28.6 MiB/s;;
1402395258052;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;66493;processdWorkUnits/s;1544;;
1402395258052;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;65788;processdWorkUnits/s;1528;;
1402395258052;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;68357;processdWorkUnits/s;1588;;
1402395258052;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;65481;processdWorkUnits/s;1521;;
1402395258052;1;1;1.0;4;product_reviews;1945;65458898;32.1 MiB/s;;
1402395258052;1;1;1.0;4;promotion;3;38967;12.4 MiB/s;;
1402395258052;1;1;1.0;4;reason;2;2431;1.2 MiB/s;;
1402395258052;1;1;1.0;4;ship_mode;3;1197;389.6 KiB/s;;
1402395258052;1;1;1.0;4;store;2;3187;1.5 MiB/s;;
1402395258052;1;1;1.0;4;store_returns;509;5477729;10.3 MiB/s;;
1402395258052;1;1;1.0;4;store_sales;3445;112544612;31.2 MiB/s;;
1402395258052;1;1;1.0;4;time_dim;278;6479789;22.2 MiB/s;;
1402395258052;1;1;1.0;4;warehouse;3;528;171.9 KiB/s;;
1402395258052;1;1;1.0;4;web_clickstreams;6950;186983372;25.7 MiB/s;;
1402395258052;1;1;1.0;4;web_page;3;8126;2.6 MiB/s;;
1402395258052;1;1;1.0;4;web_returns;187;6667598;34.0 MiB/s;;
1402395258052;1;1;1.0;4;web_sales;5205;162086246;29.7 MiB/s;;
1402469418976;1;1;1.0;4;ALL;48195;1096698995;21.7 MiB/s;;
1402469418976;1;1;1.0;4;ALL#worker0;processdWorkUnits;66077;processdWorkUnits/s;1371;;
1402469418976;1;1;1.0;4;ALL#worker1;processdWorkUnits;65190;processdWorkUnits/s;1353;;
1402469418976;1;1;1.0;4;ALL#worker2;processdWorkUnits;66902;processdWorkUnits/s;1388;;
1402469418976;1;1;1.0;4;ALL#worker3;processdWorkUnits;67950;processdWorkUnits/s;1410;;
1402469418976;1;1;1.0;4;customer;613;13633355;21.2 MiB/s;;
1402469418976;1;1;1.0;4;customer_address;163;5289727;30.9 MiB/s;;
1402469418976;1;1;1.0;4;customer_demographics;3524;77751617;21.0 MiB/s;;
1402469418976;1;1;1.0;4;date_dim;2560;15495369;5.8 MiB/s;;
1402469418976;1;1;1.0;4;household_demographics;5;154838;29.5 MiB/s;;
1402469418976;1;1;1.0;4;income_band;3;407;132.5 KiB/s;;
1402469418976;1;1;1.0;4;inventory;19948;429236150;20.5 MiB/s;;
1402469418976;1;1;1.0;4;item;1050;5528034;5.0 MiB/s;;
1402469418976;1;1;1.0;4;item_marketprices;121;3772891;29.7 MiB/s;;
1402469418976;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;66077;processdWorkUnits/s;1371;;
1402469418976;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;65190;processdWorkUnits/s;1353;;
1402469418976;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;66902;processdWorkUnits/s;1388;;
1402469418976;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;67950;processdWorkUnits/s;1410;;
1402469418976;1;1;1.0;4;product_reviews;2959;65533518;21.1 MiB/s;;
1402469418976;1;1;1.0;4;promotion;4;38967;9.3 MiB/s;;
1402469418976;1;1;1.0;4;reason;3;2431;791.3 KiB/s;;
1402469418976;1;1;1.0;4;ship_mode;2;1197;584.5 KiB/s;;
1402469418976;1;1;1.0;4;store;2;3187;1.5 MiB/s;;
1402469418976;1;1;1.0;4;store_returns;472;5477729;11.1 MiB/s;;
1402469418976;1;1;1.0;4;store_sales;5031;112544612;21.3 MiB/s;;
1402469418976;1;1;1.0;4;time_dim;150;6479789;41.2 MiB/s;;
1402469418976;1;1;1.0;4;warehouse;370;528;1.4 KiB/s;;
1402469418976;1;1;1.0;4;web_clickstreams;5645;186983372;31.6 MiB/s;;
1402469418976;1;1;1.0;4;web_page;3;8126;2.6 MiB/s;;
1402469418976;1;1;1.0;4;web_returns;209;6667598;30.4 MiB/s;;
1402469418976;1;1;1.0;4;web_sales;5337;162086246;29.0 MiB/s;;
1402469576545;1;1;1.0;4;ALL;48318;1096698995;21.6 MiB/s;;
1402469576545;1;1;1.0;4;ALL#worker0;processdWorkUnits;65831;processdWorkUnits/s;1362;;
1402469576545;1;1;1.0;4;ALL#worker1;processdWorkUnits;66373;processdWorkUnits/s;1374;;
1402469576545;1;1;1.0;4;ALL#worker2;processdWorkUnits;66863;processdWorkUnits/s;1384;;
1402469576545;1;1;1.0;4;ALL#worker3;processdWorkUnits;67052;processdWorkUnits/s;1388;;
1402469576545;1;1;1.0;4;customer;560;13633355;23.2 MiB/s;;
1402469576545;1;1;1.0;4;customer_address;93;5289727;54.2 MiB/s;;
1402469576545;1;1;1.0;4;customer_demographics;2634;77751617;28.2 MiB/s;;
1402469576545;1;1;1.0;4;date_dim;2435;15495369;6.1 MiB/s;;
1402469576545;1;1;1.0;4;household_demographics;7;154838;21.1 MiB/s;;
1402469576545;1;1;1.0;4;income_band;4;407;99.4 KiB/s;;
1402469576545;1;1;1.0;4;inventory;22228;429236150;18.4 MiB/s;;
1402469576545;1;1;1.0;4;item;93;5528034;56.7 MiB/s;;
1402469576545;1;1;1.0;4;item_marketprices;97;3772891;37.1 MiB/s;;
1402469576545;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;65831;processdWorkUnits/s;1362;;
1402469576545;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;66373;processdWorkUnits/s;1374;;
1402469576545;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;66863;processdWorkUnits/s;1384;;
1402469576545;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;67052;processdWorkUnits/s;1388;;
1402469576545;1;1;1.0;4;product_reviews;1908;65533518;32.8 MiB/s;;
1402469576545;1;1;1.0;4;promotion;3;38967;12.4 MiB/s;;
1402469576545;1;1;1.0;4;reason;2;2431;1.2 MiB/s;;
1402469576545;1;1;1.0;4;ship_mode;3;1197;389.6 KiB/s;;
1402469576545;1;1;1.0;4;store;2;3187;1.5 MiB/s;;
1402469576545;1;1;1.0;4;store_returns;483;5477729;10.8 MiB/s;;
1402469576545;1;1;1.0;4;store_sales;3769;112544612;28.5 MiB/s;;
1402469576545;1;1;1.0;4;time_dim;141;6479789;43.8 MiB/s;;
1402469576545;1;1;1.0;4;warehouse;3;528;171.9 KiB/s;;
1402469576545;1;1;1.0;4;web_clickstreams;5315;186983372;33.6 MiB/s;;
1402469576545;1;1;1.0;4;web_page;1951;8126;4.1 KiB/s;;
1402469576545;1;1;1.0;4;web_returns;199;6667598;32.0 MiB/s;;
1402469576545;1;1;1.0;4;web_sales;6363;162086246;24.3 MiB/s;;
