TimeStamp;NodeID;NodeCount;SF;WorkerCount;Table name;time in ms;size in byte;speed;comment
1403308395871;1;1;20.0;24;ALL;313974;19733241763;59.9 MiB/s;;
1403340348594;1;1;50.0;24;ALL#worker5;processdWorkUnits;251405;processdWorkUnits/s;334;;
1403340348594;1;1;50.0;24;ALL#worker6;processdWorkUnits;254416;processdWorkUnits/s;338;;
1403340348594;1;1;50.0;24;ALL#worker7;processdWorkUnits;258657;processdWorkUnits/s;343;;
1403340348594;1;1;50.0;24;ALL#worker8;processdWorkUnits;262358;processdWorkUnits/s;348;;
1403340348594;1;1;50.0;24;ALL#worker9;processdWorkUnits;266410;processdWorkUnits/s;354;;
1403340348594;1;1;50.0;24;customer;1651;97745646;56.5 MiB/s;;
1403340348594;1;1;50.0;24;customer_address;694;37724378;51.8 MiB/s;;
1403340348594;1;1;50.0;24;customer_demographics;1113;77751617;66.6 MiB/s;;
1403340348594;1;1;50.0;24;date_dim;853;15495369;17.3 MiB/s;;
1403340348594;1;1;50.0;24;household_demographics;4;124527;29.7 MiB/s;;
1403340348594;1;1;50.0;24;income_band;809;407;503 B/s;;
1403340348594;1;1;50.0;24;inventory;167405;10972360765;62.5 MiB/s;;
1403340348594;1;1;50.0;24;item;374;37047427;94.5 MiB/s;;
1403340348594;1;1;50.0;24;item_marketprices;376;27654086;70.1 MiB/s;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;261002;processdWorkUnits/s;347;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;252455;processdWorkUnits/s;335;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#10;processdWorkUnits;267149;processdWorkUnits/s;355;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#11;processdWorkUnits;249639;processdWorkUnits/s;331;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#12;processdWorkUnits;255897;processdWorkUnits/s;340;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#13;processdWorkUnits;260511;processdWorkUnits/s;346;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#14;processdWorkUnits;253252;processdWorkUnits/s;336;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#15;processdWorkUnits;249809;processdWorkUnits/s;332;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#16;processdWorkUnits;260553;processdWorkUnits/s;346;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#17;processdWorkUnits;251705;processdWorkUnits/s;334;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#18;processdWorkUnits;255164;processdWorkUnits/s;339;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#19;processdWorkUnits;252463;processdWorkUnits/s;335;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;263338;processdWorkUnits/s;350;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#20;processdWorkUnits;262913;processdWorkUnits/s;349;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#21;processdWorkUnits;256020;processdWorkUnits/s;340;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#22;processdWorkUnits;252271;processdWorkUnits/s;335;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#23;processdWorkUnits;265943;processdWorkUnits/s;353;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;254903;processdWorkUnits/s;339;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#4;processdWorkUnits;266523;processdWorkUnits/s;354;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#5;processdWorkUnits;251405;processdWorkUnits/s;334;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#6;processdWorkUnits;254416;processdWorkUnits/s;338;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#7;processdWorkUnits;258657;processdWorkUnits/s;343;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#8;processdWorkUnits;262358;processdWorkUnits/s;348;;
1403340348594;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#9;processdWorkUnits;266410;processdWorkUnits/s;354;;
1403340348594;1;1;50.0;24;product_reviews;7771;500270786;61.4 MiB/s;;
1403340348594;1;1;50.0;24;promotion;6;423397;67.3 MiB/s;;
1403340348594;1;1;50.0;24;reason;5;24672;4.7 MiB/s;;
1403340348594;1;1;50.0;24;ship_mode;3;1197;389.6 KiB/s;;
1403340348594;1;1;50.0;24;store;40;21420;522.9 KiB/s;;
1403340348594;1;1;50.0;24;store_returns;7529;435929898;55.2 MiB/s;;
1403340348594;1;1;50.0;24;store_sales;133370;8909263216;63.7 MiB/s;;
1403340348594;1;1;50.0;24;time_dim;38;6184100;155.2 MiB/s;;
1403340348594;1;1;50.0;24;warehouse;871;1827;2.0 KiB/s;;
1403340348594;1;1;50.0;24;web_clickstreams;228389;15555155067;65.0 MiB/s;;
1403340348594;1;1;50.0;24;web_page;81;84698;1021.1 KiB/s;;
1403340348594;1;1;50.0;24;web_returns;9007;532587782;56.4 MiB/s;;
1403340348594;1;1;50.0;24;web_sales;191521;12826120532;63.9 MiB/s;;
1403344894644;1;1;50.0;24;ALL;764180;50029010164;62.4 MiB/s;;
1403344894644;1;1;50.0;24;ALL#worker0;processdWorkUnits;250022;processdWorkUnits/s;327;;
1403344894644;1;1;50.0;24;ALL#worker1;processdWorkUnits;268850;processdWorkUnits/s;351;;
1403344894644;1;1;50.0;24;ALL#worker10;processdWorkUnits;243858;processdWorkUnits/s;319;;
1403344894644;1;1;50.0;24;ALL#worker11;processdWorkUnits;257262;processdWorkUnits/s;336;;
1403344894644;1;1;50.0;24;ALL#worker12;processdWorkUnits;262742;processdWorkUnits/s;343;;
1403344894644;1;1;50.0;24;ALL#worker13;processdWorkUnits;257787;processdWorkUnits/s;337;;
1403344894644;1;1;50.0;24;ALL#worker14;processdWorkUnits;259579;processdWorkUnits/s;339;;
1403344894644;1;1;50.0;24;ALL#worker15;processdWorkUnits;259540;processdWorkUnits/s;339;;
1403344894644;1;1;50.0;24;ALL#worker16;processdWorkUnits;259518;processdWorkUnits/s;339;;
1403344894644;1;1;50.0;24;ALL#worker17;processdWorkUnits;249399;processdWorkUnits/s;326;;
1403344894644;1;1;50.0;24;ALL#worker18;processdWorkUnits;250247;processdWorkUnits/s;327;;
1403344894644;1;1;50.0;24;ALL#worker19;processdWorkUnits;262495;processdWorkUnits/s;343;;
1403344894644;1;1;50.0;24;ALL#worker2;processdWorkUnits;244787;processdWorkUnits/s;320;;
1403344894644;1;1;50.0;24;ALL#worker20;processdWorkUnits;264960;processdWorkUnits/s;346;;
1403344894644;1;1;50.0;24;ALL#worker21;processdWorkUnits;258550;processdWorkUnits/s;338;;
1403344894644;1;1;50.0;24;ALL#worker22;processdWorkUnits;253020;processdWorkUnits/s;331;;
1403344894644;1;1;50.0;24;ALL#worker23;processdWorkUnits;267741;processdWorkUnits/s;350;;
1403344894644;1;1;50.0;24;ALL#worker3;processdWorkUnits;258894;processdWorkUnits/s;338;;
1403344894644;1;1;50.0;24;ALL#worker4;processdWorkUnits;245814;processdWorkUnits/s;321;;
1403344894644;1;1;50.0;24;ALL#worker5;processdWorkUnits;267863;processdWorkUnits/s;350;;
1403344894644;1;1;50.0;24;ALL#worker6;processdWorkUnits;255800;processdWorkUnits/s;334;;
1403344894644;1;1;50.0;24;ALL#worker7;processdWorkUnits;259544;processdWorkUnits/s;339;;
1403344894644;1;1;50.0;24;ALL#worker8;processdWorkUnits;262206;processdWorkUnits/s;343;;
1403344894644;1;1;50.0;24;ALL#worker9;processdWorkUnits;264278;processdWorkUnits/s;345;;
1403344894644;1;1;50.0;24;customer;1650;97745646;56.5 MiB/s;;
1403344894644;1;1;50.0;24;customer_address;705;37724378;51.0 MiB/s;;
1403344894644;1;1;50.0;24;customer_demographics;1090;77751617;68.0 MiB/s;;
1403344894644;1;1;50.0;24;date_dim;841;15495369;17.6 MiB/s;;
1403344894644;1;1;50.0;24;household_demographics;4;154838;36.9 MiB/s;;
1403344894644;1;1;50.0;24;income_band;1744;407;233 B/s;;
1403344894644;1;1;50.0;24;inventory;167430;10972360765;62.5 MiB/s;;
1403344894644;1;1;50.0;24;item;388;37015502;91.0 MiB/s;;
1403344894644;1;1;50.0;24;item_marketprices;411;27767322;64.4 MiB/s;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;250022;processdWorkUnits/s;327;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;268850;processdWorkUnits/s;351;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#10;processdWorkUnits;243858;processdWorkUnits/s;319;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#11;processdWorkUnits;257262;processdWorkUnits/s;336;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#12;processdWorkUnits;262742;processdWorkUnits/s;343;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#13;processdWorkUnits;257787;processdWorkUnits/s;337;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#14;processdWorkUnits;259579;processdWorkUnits/s;339;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#15;processdWorkUnits;259540;processdWorkUnits/s;339;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#16;processdWorkUnits;259518;processdWorkUnits/s;339;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#17;processdWorkUnits;249399;processdWorkUnits/s;326;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#18;processdWorkUnits;250247;processdWorkUnits/s;327;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#19;processdWorkUnits;262495;processdWorkUnits/s;343;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;244787;processdWorkUnits/s;320;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#20;processdWorkUnits;264960;processdWorkUnits/s;346;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#21;processdWorkUnits;258550;processdWorkUnits/s;338;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#22;processdWorkUnits;253020;processdWorkUnits/s;331;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#23;processdWorkUnits;267741;processdWorkUnits/s;350;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;258894;processdWorkUnits/s;338;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#4;processdWorkUnits;245814;processdWorkUnits/s;321;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#5;processdWorkUnits;267863;processdWorkUnits/s;350;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#6;processdWorkUnits;255800;processdWorkUnits/s;334;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#7;processdWorkUnits;259544;processdWorkUnits/s;339;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#8;processdWorkUnits;262206;processdWorkUnits/s;343;;
1403344894644;1;1;50.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#9;processdWorkUnits;264278;processdWorkUnits/s;345;;
1403344894644;1;1;50.0;24;product_reviews;7644;499992232;62.4 MiB/s;;
1403344894644;1;1;50.0;24;promotion;7;423397;57.7 MiB/s;;
1403344894644;1;1;50.0;24;reason;4;24672;5.9 MiB/s;;
1403344894644;1;1;50.0;24;ship_mode;5;1197;233.8 KiB/s;;
1403344894644;1;1;50.0;24;store;84;21420;249.0 KiB/s;;
1403344894644;1;1;50.0;24;store_returns;8374;435632255;49.6 MiB/s;;
1403344894644;1;1;50.0;24;store_sales;135438;8907284786;62.7 MiB/s;;
1403344894644;1;1;50.0;24;time_dim;353;6479789;17.5 MiB/s;;
1403344894644;1;1;50.0;24;warehouse;2293;1827;796 B/s;;
1403344894644;1;1;50.0;24;web_clickstreams;232754;15554330426;63.7 MiB/s;;
1403344894644;1;1;50.0;24;web_page;97;84698;852.7 KiB/s;;
1403344894644;1;1;50.0;24;web_returns;10277;532587782;49.4 MiB/s;;
1403344894644;1;1;50.0;24;web_sales;192478;12826120532;63.5 MiB/s;;
